site,date,start_hour,peak_wind_speed
2320,2020-07-10,23,1.4
2320,2020-07-11,0,0.9
2320,2020-07-11,1,1.4
2320,2020-07-11,2,1.8
2320,2020-07-11,3,1.8
2320,2020-07-11,4,1.8
2320,2020-07-11,5,1.0
2320,2020-07-11,6,1.5
2320,2020-07-11,7,1.5
2320,2020-07-11,8,2.1
2320,2020-07-11,9,2.4
2320,2020-07-11,10,3.3
2320,2020-07-11,11,2.8
2320,2020-07-11,12,4.1
2320,2020-07-11,13,4.9
2320,2020-07-11,14,4.2
2320,2020-07-11,15,5.0
2320,2020-07-11,16,4.0
2320,2020-07-11,17,4.0
2320,2020-07-11,18,2.8
2320,2020-07-11,19,2.3
2320,2020-07-11,20,1.9
2320,2020-07-11,21,1.3
2320,2020-07-11,22,2.2
2320,2020-07-11,23,1.1
2320,2020-07-12,0,0.8
2320,2020-07-12,1,0.8
2320,2020-07-12,2,0.7
2320,2020-07-12,3,0.8
2320,2020-07-12,4,0.8
2320,2020-07-12,5,0.9
2320,2020-07-12,6,1.6
2320,2020-07-12,7,2.4
2320,2020-07-12,8,2.9
2320,2020-07-12,9,3.2
2320,2020-07-12,10,2.7
2320,2020-07-12,11,3.5
2320,2020-07-12,12,3.7
2320,2020-07-12,13,4.4
2320,2020-07-12,14,4.8
2320,2020-07-12,15,3.9
2320,2020-07-12,16,4.0
2320,2020-07-12,17,3.6
2320,2020-07-12,18,3.1
2320,2020-07-12,19,2.4
2320,2020-07-12,20,1.7
2320,2020-07-12,21,1.9
2320,2020-07-12,22,1.6
2320,2020-07-12,23,1.2
2320,2020-07-13,0,1.1
2320,2020-07-13,1,1.0
2320,2020-07-13,2,1.2
2320,2020-07-13,3,1.2
2320,2020-07-13,4,1.4
2320,2020-07-13,5,1.9
2320,2020-07-13,6,1.7
2320,2020-07-13,7,4.1
2320,2020-07-13,8,5.2
2320,2020-07-13,9,4.1
2320,2020-07-13,10,4.9
2320,2020-07-13,11,4.4
2320,2020-07-13,12,7.1
2320,2020-07-13,13,4.5
2320,2020-07-13,14,4.2
2320,2020-07-13,15,6.1
2320,2020-07-13,16,5.6
2320,2020-07-13,17,4.1
2320,2020-07-13,18,3.7
2320,2020-07-13,19,3.2
2320,2020-07-13,20,2.5
2320,2020-07-13,21,4.1
2320,2020-07-13,22,4.1
2320,2020-07-13,23,3.6
2410,2015-07-10,0,4.7
2410,2015-07-10,1,4.5
2410,2015-07-10,2,5.2
2410,2015-07-10,3,5.2
2410,2015-07-10,4,5.2
2410,2015-07-10,5,5.4
2410,2015-07-10,6,5.2
2410,2015-07-10,7,6.5
2410,2015-07-10,8,5.7
2410,2015-07-10,9,6.8
2410,2015-07-10,10,6.3
2410,2015-07-10,11,6.9
2410,2015-07-10,12,6.8
2410,2015-07-10,13,6.8
2410,2015-07-10,14,7.0
2410,2015-07-10,15,8.1
2410,2015-07-10,16,9.2
2410,2015-07-10,17,8.3
2410,2015-07-10,18,7.6
2410,2015-07-10,19,7.8
2410,2015-07-10,20,6.0
2410,2015-07-10,21,6.5
2410,2015-07-10,22,6.9
2410,2015-07-10,23,7.7
2410,2017-06-22,0,2.4
2410,2017-06-22,1,1.6
2410,2017-06-22,2,1.3
2410,2017-06-22,3,1.9
2410,2017-06-22,4,2.0
2410,2017-06-22,5,2.2
2410,2017-06-22,6,2.7
2410,2017-06-22,7,3.1
2410,2017-06-22,8,3.4
2410,2017-06-22,9,3.3
2410,2017-06-22,10,4.1
2410,2017-06-22,11,5.3
2410,2017-06-22,12,5.4
2410,2017-06-22,13,6.0
2410,2017-06-22,14,8.4
2410,2017-06-22,15,10.5
2410,2017-06-22,16,9.3
2410,2017-06-22,17,8.8
2410,2017-06-22,18,8.8
2410,2017-06-22,19,7.9
2410,2017-06-22,20,8.2
2410,2017-06-22,21,7.8
2410,2017-06-22,22,7.1
2410,2017-06-22,23,7.1
2410,2017-06-23,0,6.4
2410,2017-06-23,1,6.8
2410,2017-06-23,2,7.1
2410,2017-06-23,3,6.3
2410,2017-06-23,4,5.4
2410,2017-06-23,5,5.2
2410,2017-06-23,6,6.8
2410,2017-06-23,7,7.3
2410,2017-06-23,8,7.9
2410,2017-06-23,9,7.5
2410,2017-06-23,10,7.2
2410,2017-06-23,11,7.9
2410,2017-06-23,12,8.8
2410,2017-06-23,13,8.6
2410,2017-06-23,14,8.3
2410,2017-06-23,15,8.7
2410,2017-06-23,16,7.8
2410,2017-06-23,17,7.0
2410,2017-06-23,18,9.2
2410,2017-06-23,19,8.7
2410,2017-06-23,20,8.2
2410,2017-06-23,21,7.9
2410,2017-06-23,22,6.8
2410,2017-06-23,23,6.1
2410,2017-06-24,0,6.8
2410,2017-06-24,1,6.9
2410,2017-06-24,2,6.7
2410,2017-06-24,3,6.9
2410,2017-06-24,4,6.0
2410,2017-06-24,5,8.3
2410,2017-06-24,6,6.7
2410,2017-06-24,7,5.8
2410,2017-06-24,8,6.3
2410,2017-06-24,9,6.5
2410,2017-06-24,10,6.5
2410,2017-06-24,11,7.2
2410,2017-06-24,12,7.3
2410,2017-06-24,13,8.5
2410,2017-06-24,14,7.8
2410,2017-06-24,15,7.6
2410,2017-06-24,16,8.8
2410,2017-06-24,17,12.4
2410,2017-06-24,18,8.0
2410,2017-06-24,19,7.1
2410,2017-06-24,20,6.8
2410,2017-06-24,21,7.3
2410,2017-06-24,22,7.7
2410,2017-06-24,23,7.8
2410,2017-06-25,0,7.3
2410,2017-06-25,1,7.6
2410,2017-06-25,2,6.5
2410,2017-06-25,3,7.6
2410,2017-06-25,4,6.8
2410,2017-06-25,5,6.2
2410,2017-06-25,6,6.2
2410,2017-06-25,7,6.9
2410,2017-06-25,8,7.3
2410,2017-06-25,9,7.7
2410,2017-06-25,10,7.8
2410,2017-06-25,11,8.5
2410,2017-06-25,12,7.7
2410,2017-06-25,13,8.5
2410,2017-06-25,14,8.4
2410,2017-06-25,15,9.1
2410,2017-06-25,16,9.0
2410,2017-06-25,17,8.8
2410,2017-06-25,18,9.4
2410,2017-06-25,19,9.2
2410,2017-06-25,20,7.7
2410,2017-06-25,21,7.7
2410,2017-06-25,22,7.2
2410,2017-06-25,23,8.3
2410,2017-06-26,0,8.2
2410,2017-06-26,1,7.9
2410,2017-06-26,2,7.3
2410,2017-06-26,3,7.0
2410,2017-06-26,4,7.2
2410,2017-06-26,5,7.2
2410,2017-06-26,6,7.1
2410,2017-06-26,7,7.4
2410,2017-06-26,8,7.5
2410,2017-06-26,9,8.0
2410,2017-06-26,10,8.8
2410,2017-06-26,11,8.7
2410,2017-06-26,12,9.9
2410,2017-06-26,13,9.3
2410,2017-06-26,14,9.2
2410,2017-06-26,15,10.1
2410,2017-06-26,16,10.6
2410,2017-06-26,17,9.4
2410,2017-06-26,18,9.5
2410,2017-06-26,19,9.0
2410,2017-06-26,20,7.3
2410,2017-06-26,21,7.7
2410,2017-06-26,22,8.7
2410,2017-06-26,23,7.0
2410,2017-06-27,0,7.2
2410,2017-06-27,1,6.2
2410,2017-06-27,2,6.2
2410,2017-06-27,3,6.2
2410,2017-06-27,4,5.8
2410,2017-06-27,5,5.7
2410,2017-06-27,6,5.8
2410,2017-06-27,7,5.5
2410,2017-06-27,8,6.0
2410,2017-06-27,9,6.9
2410,2017-06-27,10,7.3
2410,2017-06-27,11,7.0
2410,2017-06-27,12,8.0
2410,2017-06-27,13,8.1
2410,2017-06-27,14,9.2
2410,2017-06-27,15,9.3
2410,2017-06-27,16,9.5
2410,2017-06-27,17,8.3
2410,2017-06-27,18,8.3
2410,2017-06-27,19,7.3
2410,2017-06-27,20,6.8
2410,2017-06-27,21,7.2
2410,2017-06-27,22,8.2
2410,2017-06-27,23,9.1
2410,2017-06-28,0,9.5
2410,2017-06-28,1,9.3
2410,2017-06-28,2,7.9
2410,2017-06-28,3,9.1
2410,2017-06-28,4,7.4
2410,2017-06-28,5,7.3
2410,2017-06-28,6,7.5
2410,2017-06-28,7,8.1
2410,2017-06-28,8,8.4
2410,2017-06-28,9,8.2
2410,2017-06-28,10,7.7
2410,2017-06-28,11,7.2
2410,2017-06-28,12,6.8
2410,2017-06-28,13,6.6
2410,2017-06-28,14,7.7
2410,2017-06-28,15,7.7
2410,2017-06-28,16,8.5
2410,2017-06-28,17,7.2
2410,2017-06-28,18,7.7
2410,2017-06-28,19,7.2
2410,2017-06-28,20,7.1
2410,2017-06-28,21,7.1
2410,2017-06-28,22,7.1
2410,2017-06-28,23,7.8
2410,2017-06-29,0,8.2
2410,2017-06-29,1,6.0
2410,2017-06-29,2,6.6
2410,2017-06-29,3,6.4
2410,2017-06-29,4,6.5
2410,2017-06-29,5,8.1
2410,2017-06-29,6,7.9
2410,2017-06-29,7,9.6
2410,2017-06-29,8,8.5
2410,2017-06-29,9,7.6
2410,2017-06-29,10,7.4
2410,2017-06-29,11,6.8
2410,2017-06-29,12,7.2
2410,2017-06-29,13,6.3
2410,2017-06-29,14,7.9
2410,2017-06-29,15,8.9
2410,2017-06-29,16,8.1
2410,2017-06-29,17,8.3
2410,2017-06-29,18,7.4
2410,2017-06-29,19,8.4
2410,2017-06-29,20,6.6
2410,2017-06-29,21,7.4
2410,2017-06-29,22,7.7
2410,2017-06-29,23,9.2
2410,2017-06-30,0,9.2
2410,2017-06-30,1,9.1
2410,2017-06-30,2,8.7
2410,2017-06-30,3,8.9
2410,2017-06-30,4,8.2
2410,2017-06-30,5,6.7
2410,2017-06-30,6,7.8
2410,2017-06-30,7,8.6
2410,2017-06-30,8,10.6
2410,2017-06-30,9,8.0
2410,2017-06-30,10,7.7
2410,2017-06-30,11,7.7
2410,2017-06-30,12,8.3
2410,2017-06-30,13,8.9
2410,2017-06-30,14,8.8
2410,2017-06-30,15,9.6
2410,2017-06-30,16,9.2
2410,2017-06-30,17,8.5
2410,2017-06-30,18,8.3
2410,2017-06-30,19,7.6
2410,2017-06-30,20,7.5
2410,2017-06-30,21,8.0
2410,2017-06-30,22,9.5
2410,2017-06-30,23,9.1
2410,2017-07-01,0,7.5
2410,2017-07-01,1,8.0
2410,2017-07-01,2,8.0
2410,2017-07-01,3,6.5
2410,2017-07-01,4,7.6
2410,2017-07-01,5,6.7
2410,2017-07-01,6,7.0
2410,2017-07-01,7,6.6
2410,2017-07-01,8,7.5
2410,2017-07-01,9,6.5
2410,2017-07-01,10,6.3
2410,2017-07-01,11,6.8
2410,2017-07-01,12,6.3
2410,2017-07-01,13,7.7
2410,2017-07-01,14,7.8
2410,2017-07-01,15,8.3
2410,2017-07-01,16,9.2
2410,2017-07-01,17,7.6
2410,2017-07-01,18,7.4
2410,2017-07-01,19,8.0
2410,2017-07-01,20,7.0
2410,2017-07-01,21,6.3
2410,2017-07-01,22,8.1
2410,2017-07-01,23,6.8
2410,2017-07-02,0,6.8
2410,2017-07-02,1,5.9
2410,2017-07-02,2,6.2
2410,2017-07-02,3,5.4
2410,2017-07-02,4,6.0
2410,2017-07-02,5,7.0
2410,2017-07-02,6,6.6
2410,2017-07-02,7,7.6
2410,2017-07-02,8,7.4
2410,2017-07-02,9,7.3
2410,2017-07-02,10,8.3
2410,2017-07-02,11,8.3
2410,2017-07-02,12,10.3
2410,2017-07-02,13,10.7
2410,2017-07-02,14,10.8
2410,2017-07-02,15,10.0
2410,2017-07-02,16,12.0
2410,2017-07-02,17,12.1
2410,2017-07-02,18,12.3
2410,2017-07-02,19,11.4
2410,2017-07-02,20,9.8
2410,2017-07-02,21,8.0
2410,2017-07-02,22,6.6
2410,2017-07-02,23,5.6
2410,2017-07-03,0,5.7
2410,2017-07-03,1,5.9
2410,2017-07-03,2,6.2
2410,2017-07-03,3,5.3
2410,2017-07-03,4,5.7
2410,2017-07-03,5,4.6
2410,2017-07-03,6,4.8
2410,2017-07-03,7,5.1
2410,2017-07-03,8,5.8
2410,2017-07-03,9,6.9
2410,2017-07-03,10,7.6
2410,2017-07-03,11,7.0
2410,2017-07-03,12,7.6
2410,2017-07-03,13,8.8
2410,2017-07-03,14,8.8
2410,2017-07-03,15,8.0
2410,2017-07-03,16,8.6
2410,2017-07-03,17,8.7
2410,2017-07-03,18,8.2
2410,2017-07-03,19,5.8
2410,2017-07-03,20,5.5
2410,2017-07-03,21,5.6
2410,2017-07-03,22,6.9
2410,2017-07-03,23,6.4
2410,2017-07-04,0,6.9
2410,2017-07-04,1,6.3
2410,2017-07-04,2,4.9
2410,2017-07-04,3,6.1
2410,2017-07-04,4,5.8
2410,2017-07-04,5,5.2
2410,2017-07-04,6,5.5
2410,2017-07-04,7,5.8
2410,2017-07-04,8,7.0
2410,2017-07-04,9,7.8
2410,2017-07-04,10,6.6
2410,2017-07-04,11,7.4
2410,2017-07-04,12,6.8
2410,2017-07-04,13,7.1
2410,2017-07-04,14,9.6
2410,2017-07-04,15,10.1
2410,2017-07-04,16,10.0
2410,2017-07-04,17,9.6
2410,2017-07-04,18,8.3
2410,2017-07-04,19,5.2
2410,2017-07-04,20,4.0
2410,2017-07-04,21,5.8
2410,2017-07-04,22,5.4
2410,2017-07-04,23,7.0
2410,2017-07-05,0,6.1
2410,2017-07-05,1,6.1
2410,2017-07-05,2,5.5
2410,2017-07-05,3,6.2
2410,2017-07-05,4,6.3
2410,2017-07-05,5,5.8
2410,2017-07-05,6,6.6
2410,2017-07-05,7,6.1
2410,2017-07-05,8,6.8
2410,2017-07-05,9,6.1
2410,2017-07-05,10,6.7
2410,2017-07-05,11,5.6
2410,2017-07-05,12,6.7
2410,2017-07-05,13,6.7
2410,2017-07-05,14,7.4
2410,2017-07-05,15,6.8
2410,2017-07-05,16,6.4
2410,2017-07-05,17,6.0
2410,2017-07-05,18,6.6
2410,2017-07-05,19,5.6
2410,2017-07-05,20,5.9
2410,2017-07-05,21,6.5
2410,2017-07-05,22,6.0
2410,2017-07-05,23,6.5
2410,2017-07-06,0,5.5
2410,2017-07-06,1,5.1
2410,2017-07-06,2,5.1
2410,2017-07-06,3,4.5
2410,2017-07-06,4,4.5
2410,2017-07-06,5,4.8
2410,2017-07-06,6,4.5
2410,2017-07-06,7,4.6
2410,2017-07-06,8,4.8
2410,2017-07-06,9,4.8
2410,2017-07-06,10,5.3
2410,2017-07-06,11,5.2
2410,2017-07-06,12,5.5
2410,2017-07-06,13,5.3
2410,2017-07-06,14,6.2
2410,2017-07-06,15,6.8
2410,2017-07-06,16,6.9
2410,2017-07-06,17,7.3
2410,2017-07-06,18,6.5
2410,2017-07-06,19,5.5
2410,2017-07-06,20,6.3
2410,2017-07-06,21,6.1
2410,2017-07-06,22,4.8
2410,2017-07-06,23,4.4
2410,2017-07-07,0,4.1
2410,2017-07-07,1,4.0
2410,2017-07-07,2,5.1
2410,2017-07-07,3,4.2
2410,2017-07-07,4,4.5
2410,2017-07-07,5,5.5
2410,2017-07-07,6,4.8
2410,2017-07-07,7,4.6
2410,2017-07-07,8,4.4
2410,2017-07-07,9,4.3
2410,2017-07-07,10,4.1
2410,2017-07-07,11,4.0
2410,2017-07-07,12,4.1
2410,2017-07-07,13,5.7
2410,2017-07-07,14,6.7
2410,2017-07-07,15,6.1
2410,2017-07-07,16,5.9
2410,2017-07-07,17,5.8
2410,2017-07-07,18,5.1
2410,2017-07-07,19,4.0
2410,2017-07-07,20,3.5
2410,2017-07-07,21,3.4
2410,2017-07-07,22,2.8
2410,2017-07-07,23,3.8
2410,2017-07-08,0,3.6
2410,2017-07-08,1,1.4
2410,2017-07-08,2,1.8
2410,2017-07-08,3,2.5
2410,2017-07-08,4,2.9
2410,2017-07-08,5,2.8
2410,2017-07-08,6,4.2
2410,2017-07-08,7,4.4
2410,2017-07-08,8,4.2
2410,2017-07-08,9,4.8
2410,2017-07-08,10,5.3
2410,2017-07-08,11,5.9
2410,2017-07-08,12,7.6
2410,2017-07-08,13,8.3
2410,2017-07-08,14,7.3
2410,2017-07-08,15,7.7
2410,2017-07-08,16,7.3
2410,2017-07-08,17,7.2
2410,2017-07-08,18,8.0
2410,2017-07-08,19,6.1
2410,2017-07-08,20,3.4
2410,2017-07-08,21,4.3
2410,2017-07-08,22,5.3
2410,2017-07-08,23,6.5
2410,2017-07-09,0,6.9
2410,2017-07-09,1,8.1
2410,2017-07-09,2,9.1
2410,2017-07-09,3,7.3
2410,2017-07-09,4,7.7
2410,2017-07-09,5,8.2
2410,2017-07-09,6,7.5
2410,2017-07-09,7,6.7
2410,2017-07-09,8,5.8
2410,2017-07-09,9,6.2
2410,2017-07-09,10,6.5
2410,2017-07-09,11,5.0
2410,2017-07-09,12,5.0
2410,2017-07-09,13,5.0
2410,2017-07-09,14,5.0
2410,2017-07-09,15,5.2
2410,2017-07-09,16,6.0
2410,2017-07-09,17,5.3
2410,2017-07-09,18,5.9
2410,2017-07-09,19,4.5
2410,2017-07-09,20,7.2
2410,2017-07-09,21,8.3
2410,2017-07-09,22,8.4
2410,2017-07-09,23,8.4
2410,2017-07-10,0,6.6
2410,2017-07-10,1,6.9
2410,2017-07-10,2,6.5
2410,2017-07-10,3,6.2
2410,2017-07-10,4,5.8
2410,2017-07-10,5,5.1
2410,2017-07-10,6,5.8
2410,2017-07-10,7,6.1
2410,2017-07-10,8,5.0
2410,2017-07-10,9,5.9
2410,2017-07-10,10,5.9
2410,2017-07-10,11,6.0
2410,2017-07-10,12,6.8
2410,2017-07-10,13,7.3
2410,2017-07-10,14,7.7
2410,2017-07-10,15,7.4
2410,2017-07-10,16,7.6
2410,2017-07-10,17,7.6
2410,2017-07-10,18,6.8
2410,2017-07-10,19,6.0
2410,2017-07-10,20,5.1
2410,2017-07-10,21,4.9
2410,2017-07-10,22,6.5
2410,2017-07-10,23,6.9
2410,2017-07-11,0,6.5
2410,2017-07-11,1,7.2
2410,2017-07-11,2,7.5
2410,2017-07-11,3,7.6
2410,2017-07-11,4,8.6
2410,2017-07-11,5,7.3
2410,2017-07-11,6,8.1
2410,2017-07-11,7,7.5
2410,2017-07-11,8,8.0
2410,2017-07-11,9,7.0
2410,2017-07-11,10,7.6
2410,2017-07-11,11,7.9
2410,2017-07-11,12,8.3
2410,2017-07-11,13,8.7
2410,2017-07-11,14,8.9
2410,2017-07-11,15,9.0
2410,2017-07-11,16,8.8
2410,2017-07-11,17,8.8
2410,2017-07-11,18,8.2
2410,2017-07-11,19,8.5
2410,2017-07-11,20,8.0
2410,2017-07-11,21,9.0
2410,2017-07-11,22,9.8
2410,2017-07-11,23,11.6
2410,2017-07-12,0,9.6
2410,2017-07-12,1,8.3
2410,2017-07-12,2,7.4
2410,2017-07-12,3,8.4
2410,2017-07-12,4,7.8
2410,2017-07-12,5,6.6
2410,2017-07-12,6,6.6
2410,2017-07-12,7,6.3
2410,2017-07-12,8,6.1
2410,2017-07-12,9,6.4
2410,2017-07-12,10,7.1
2410,2017-07-12,11,6.8
2410,2017-07-12,12,7.2
2410,2017-07-12,13,7.7
2410,2017-07-12,14,7.3
2410,2017-07-12,15,7.1
2410,2017-07-12,16,7.9
2410,2017-07-12,17,7.9
2410,2017-07-12,18,7.3
2410,2017-07-12,19,6.0
2410,2017-07-12,20,6.6
2410,2017-07-12,21,6.9
2410,2017-07-12,22,8.4
2410,2017-07-12,23,6.9
2410,2017-07-13,0,6.5
2410,2017-07-13,1,6.6
2410,2017-07-13,2,6.4
2410,2017-07-13,3,6.4
2410,2017-07-13,4,5.6
2410,2017-07-13,5,6.0
2410,2017-07-13,6,7.1
2410,2017-07-13,7,7.3
2410,2017-07-13,8,7.2
2410,2017-07-13,9,6.2
2410,2017-07-13,10,6.5
2410,2017-07-13,11,7.7
2410,2017-07-13,12,7.4
2410,2017-07-13,13,7.9
2410,2017-07-13,14,8.3
2410,2017-07-13,15,7.9
2410,2017-07-13,16,7.5
2410,2017-07-13,17,7.1
2410,2017-07-13,18,6.1
2410,2017-07-13,19,5.4
2410,2017-07-13,20,5.5
2410,2017-07-13,21,5.4
2410,2017-07-13,22,7.4
2410,2017-07-13,23,8.2
2410,2017-07-14,0,8.2
2410,2017-07-14,1,7.6
2410,2017-07-14,2,6.3
2410,2017-07-14,3,6.9
2410,2017-07-14,4,6.1
2410,2017-07-14,5,5.8
2410,2017-07-14,6,5.5
2410,2017-07-14,7,5.5
2410,2017-07-14,8,6.7
2410,2017-07-14,9,6.2
2410,2017-07-14,10,6.0
2410,2017-07-14,11,6.6
2410,2017-07-14,12,6.4
2410,2017-07-14,13,8.0
2410,2017-07-14,14,7.1
2410,2017-07-14,15,6.7
2410,2017-07-14,16,7.8
2410,2017-07-14,17,7.5
2410,2017-07-14,18,5.6
2410,2017-07-14,19,4.1
2410,2017-07-14,20,4.3
2410,2017-07-14,21,5.7
2410,2017-07-14,22,5.6
2410,2017-07-14,23,6.2
2410,2017-07-15,0,5.8
2410,2017-07-15,1,4.9
2410,2017-07-15,2,4.7
2410,2017-07-15,3,4.8
2410,2017-07-15,4,4.9
2410,2017-07-15,5,4.8
2410,2017-07-15,6,3.7
2410,2017-07-15,7,3.7
2410,2017-07-15,8,4.2
2410,2017-07-15,9,4.5
2410,2017-07-15,10,4.0
2410,2017-07-15,11,4.8
2410,2017-07-15,12,4.5
2410,2017-07-15,13,4.4
2410,2017-07-15,14,4.6
2410,2017-07-15,15,6.7
2410,2017-07-15,16,6.2
2410,2017-07-15,17,5.4
2410,2017-07-15,18,4.7
2410,2017-07-15,19,3.5
2410,2017-07-15,20,3.8
2410,2017-07-15,21,4.8
2410,2017-07-15,22,2.2
2410,2017-07-15,23,1.5
2410,2017-07-16,0,1.5
2410,2017-07-16,1,3.5
2410,2017-07-16,2,2.9
2410,2017-07-16,3,2.1
2410,2017-07-16,4,1.9
2410,2017-07-16,5,1.6
2410,2017-07-16,6,3.2
2410,2017-07-16,7,3.2
2410,2017-07-16,8,3.0
2410,2017-07-16,9,4.0
2410,2017-07-16,10,3.8
2410,2017-07-16,11,4.1
2410,2017-07-16,12,4.7
2410,2017-07-16,13,6.2
2410,2017-07-16,14,7.9
2410,2017-07-16,15,7.2
2410,2017-07-16,16,7.8
2410,2017-07-16,17,7.3
2410,2017-07-16,18,6.8
2410,2017-07-16,19,7.5
2410,2017-07-16,20,4.7
2410,2017-07-16,21,6.0
2410,2017-07-16,22,4.5
2410,2017-07-16,23,4.9
2410,2017-07-17,0,5.2
2410,2017-07-17,1,5.4
2410,2017-07-17,2,4.1
2410,2017-07-17,3,3.8
2410,2017-07-17,4,2.7
2410,2017-07-17,5,3.3
2410,2017-07-17,6,5.0
2410,2017-07-17,7,4.6
2410,2017-07-17,8,5.5
2410,2017-07-17,9,6.6
2410,2017-07-17,10,6.7
2410,2017-07-17,11,6.3
2410,2017-07-17,12,6.6
2410,2017-07-17,13,7.2
2410,2017-07-17,14,6.7
2410,2017-07-17,15,6.5
2410,2017-07-17,16,6.8
2410,2017-07-17,17,7.2
2410,2017-07-17,18,6.2
2410,2017-07-17,19,6.8
2410,2017-07-17,20,6.6
2410,2017-07-17,21,4.3
2410,2017-07-17,22,4.5
2410,2017-07-17,23,5.1
2410,2017-07-18,0,5.3
2410,2017-07-18,1,8.8
2410,2017-07-18,2,7.5
2410,2017-07-18,3,8.1
2410,2017-07-18,4,7.5
2410,2017-07-18,5,7.9
2410,2017-07-18,6,7.8
2410,2017-07-18,7,8.7
2410,2017-07-18,8,8.1
2410,2017-07-18,9,9.1
2410,2017-07-18,10,8.5
2410,2017-07-18,11,8.0
2410,2017-07-18,12,7.0
2410,2017-07-18,13,7.9
2410,2017-07-18,14,8.3
2410,2017-07-18,15,7.5
2410,2017-07-18,16,7.9
2410,2017-07-18,17,6.9
2410,2017-07-18,18,7.4
2410,2017-07-18,19,6.8
2410,2017-07-18,20,4.8
2410,2017-07-18,21,5.6
2410,2017-07-18,22,5.3
2410,2017-07-18,23,5.3
2410,2017-07-19,0,4.0
2410,2017-07-19,1,5.6
2410,2017-07-19,2,5.0
2410,2017-07-19,3,4.8
2410,2017-07-19,4,5.9
2410,2017-07-19,5,4.5
2410,2017-07-19,6,5.2
2410,2017-07-19,7,4.9
2410,2017-07-19,8,5.2
2410,2017-07-19,9,6.4
2410,2017-07-19,10,6.3
2410,2017-07-19,11,5.2
2410,2017-07-19,12,6.0
2410,2017-07-19,13,6.8
2410,2017-07-19,14,8.9
2410,2017-07-19,15,8.1
2410,2017-07-19,16,8.5
2410,2017-07-19,17,8.9
2410,2017-07-19,18,8.3
2410,2017-07-19,19,6.1
2410,2017-07-19,20,6.3
2410,2017-07-19,21,6.1
2410,2017-07-19,22,5.2
2410,2017-07-19,23,6.8
2410,2017-07-20,0,6.5
2410,2017-07-20,1,6.6
2410,2017-07-20,2,5.6
2410,2017-07-20,3,5.1
2410,2017-07-20,4,5.2
2410,2017-07-20,5,6.1
2410,2017-07-20,6,5.3
2410,2017-07-20,7,6.0
2410,2017-07-20,8,6.4
2410,2017-07-20,9,6.3
2410,2017-07-20,10,6.5
2410,2017-07-20,11,6.7
2410,2017-07-20,12,6.7
2410,2017-07-20,13,7.7
2410,2017-07-20,14,8.0
2410,2017-07-20,15,9.3
2410,2017-07-20,16,9.2
2410,2017-07-20,17,8.4
2410,2017-07-20,18,6.8
2410,2017-07-20,19,8.4
2410,2017-07-20,20,6.9
2410,2017-07-20,21,6.1
2410,2017-07-20,22,7.2
2410,2017-07-20,23,6.5
2410,2017-07-21,0,7.4
2410,2017-07-21,1,7.9
2410,2017-07-21,2,4.9
2410,2017-07-21,3,5.0
2410,2017-07-21,4,5.9
2410,2017-07-21,5,5.0
2410,2017-07-21,6,6.5
2410,2017-07-21,7,6.3
2410,2017-07-21,8,6.3
2410,2017-07-21,9,6.3
2410,2017-07-21,10,5.9
2410,2017-07-21,11,6.1
2410,2017-07-21,12,5.9
2410,2017-07-21,13,7.2
2410,2017-07-21,14,7.3
2410,2017-07-21,15,7.5
2410,2017-07-21,16,7.8
2410,2017-07-21,17,7.3
2410,2017-07-21,18,7.1
2410,2017-07-21,19,6.3
2410,2017-07-21,20,5.1
2410,2017-07-21,21,4.4
2410,2017-07-21,22,5.6
2410,2017-07-21,23,4.5
2410,2017-07-22,0,5.2
2410,2017-07-22,1,3.7
2410,2017-07-22,2,3.9
2410,2017-07-22,3,5.2
2410,2017-07-22,4,4.5
2410,2017-07-22,5,3.7
2410,2017-07-22,6,3.9
2410,2017-07-22,7,4.4
2410,2017-07-22,8,4.4
2410,2017-07-22,9,4.0
2410,2017-07-22,10,4.5
2410,2017-07-22,11,4.3
2410,2017-07-22,12,4.7
2410,2017-07-22,13,4.6
2410,2017-07-22,14,4.4
2410,2017-07-22,15,5.6
2410,2017-07-22,16,5.7
2410,2017-07-22,17,4.6
2410,2017-07-22,18,5.7
2410,2017-07-22,19,5.0
2410,2017-07-22,20,2.9
2410,2017-07-22,21,2.5
2410,2017-07-22,22,3.0
2410,2017-07-22,23,3.2
2410,2017-07-23,0,4.3
2410,2017-07-23,1,5.3
2410,2017-07-23,2,3.6
2410,2017-07-23,3,3.3
2410,2017-07-23,4,3.0
2410,2017-07-23,5,3.9
2410,2017-07-23,6,5.7
2410,2017-07-23,7,4.1
2410,2017-07-23,8,4.3
2410,2017-07-23,9,4.8
2410,2017-07-23,10,5.3
2410,2017-07-23,11,5.4
2410,2017-07-23,12,7.7
2410,2017-07-23,13,8.3
2410,2017-07-23,14,8.2
2410,2017-07-23,15,7.5
2410,2017-07-23,16,8.0
2410,2017-07-23,17,8.0
2410,2017-07-23,18,8.4
2410,2017-07-23,19,7.7
2410,2017-07-23,20,7.2
2410,2017-07-23,21,8.2
2410,2017-07-23,22,7.7
2410,2017-07-23,23,8.2
2410,2017-07-24,0,7.8
2410,2017-07-24,1,8.9
2410,2017-07-24,2,7.3
2410,2017-07-24,3,5.6
2410,2017-07-24,4,6.6
2410,2017-07-24,5,6.6
2410,2017-07-24,6,5.6
2410,2017-07-24,7,5.5
