site,date,start_hour,solar_radiation
2880,2018-12-15,5,0.0
2880,2018-12-15,6,0.0
2880,2018-12-15,7,63.0
2880,2018-12-15,8,243.0
2880,2018-12-15,9,401.0
2880,2018-12-15,10,517.0
2880,2018-12-15,11,572.0
2880,2018-12-15,12,564.0
2880,2018-12-15,13,494.0
2880,2018-12-15,14,365.0
2880,2018-12-15,15,199.0
2880,2018-12-15,16,30.0
2880,2018-12-15,17,0.0
2880,2018-12-15,18,0.0
2880,2018-12-15,19,0.0
2880,2018-12-15,20,0.0
2880,2018-12-15,21,0.0
2880,2018-12-15,22,0.0
2880,2018-12-15,23,0.0
2880,2018-12-16,0,0.0
2880,2018-12-16,1,0.0
2880,2018-12-16,2,0.0
2880,2018-12-16,3,0.0
2880,2018-12-16,4,0.0
2880,2018-12-16,5,0.0
2880,2018-12-16,6,0.0
2880,2018-12-16,7,68.0
2880,2018-12-16,8,222.0
2880,2018-12-16,9,389.0
2880,2018-12-16,10,508.0
2880,2018-12-16,11,446.0
2880,2018-12-16,12,520.0
2880,2018-12-16,13,475.0
2880,2018-12-16,14,251.0
2880,2018-12-16,15,156.0
2880,2018-12-16,16,11.0
2880,2018-12-16,17,0.0
2880,2018-12-16,18,0.0
2880,2018-12-16,19,0.0
2880,2018-12-16,20,0.0
2880,2018-12-16,21,0.0
2880,2018-12-16,22,0.0
2880,2018-12-16,23,0.0
2880,2018-12-17,0,0.0
2880,2018-12-17,1,0.0
2880,2018-12-17,2,0.0
2880,2018-12-17,3,0.0
2880,2018-12-17,4,0.0
2880,2018-12-17,5,0.0
2880,2018-12-17,6,0.0
2880,2018-12-17,7,33.0
2880,2018-12-17,8,174.0
2880,2018-12-17,9,236.0
2880,2018-12-17,10,279.0
2880,2018-12-17,11,323.0
2880,2018-12-17,12,225.0
2880,2018-12-17,13,210.0
2880,2018-12-17,14,182.0
2880,2018-12-17,15,65.0
2880,2018-12-17,16,12.0
2880,2018-12-17,17,0.0
2880,2018-12-17,18,0.0
2880,2018-12-17,19,0.0
2880,2018-12-17,20,0.0
2880,2018-12-17,21,0.0
2880,2018-12-17,22,0.0
2880,2018-12-17,23,0.0
2880,2018-12-18,0,0.0
2880,2018-12-18,1,0.0
2880,2018-12-18,2,0.0
2880,2018-12-18,3,0.0
2880,2018-12-18,4,0.0
2880,2018-12-18,5,0.0
2880,2018-12-18,6,0.0
2880,2018-12-18,7,53.0
2880,2018-12-18,8,211.0
2880,2018-12-18,9,366.0
2880,2018-12-18,10,496.0
2880,2018-12-18,11,557.0
2880,2018-12-18,12,565.0
2880,2018-12-18,13,492.0
2880,2018-12-18,14,384.0
2880,2018-12-18,15,209.0
2880,2018-12-18,16,34.0
2880,2018-12-18,17,0.0
2880,2018-12-18,18,0.0
2880,2018-12-18,19,0.0
2880,2018-12-18,20,0.0
2880,2018-12-18,21,0.0
2880,2018-12-18,22,0.0
2880,2018-12-18,23,0.0
2880,2018-12-19,0,0.0
2880,2018-12-19,1,0.0
2880,2018-12-19,2,0.0
2880,2018-12-19,3,0.0
2880,2018-12-19,4,0.0
2880,2018-12-19,5,0.0
2880,2018-12-19,6,0.0
2880,2018-12-19,7,59.0
2880,2018-12-19,8,241.0
2880,2018-12-19,9,402.0
2880,2018-12-19,10,519.0
2880,2018-12-19,11,573.0
2880,2018-12-19,12,578.0
2880,2018-12-19,13,488.0
2880,2018-12-19,14,389.0
2880,2018-12-19,15,205.0
2880,2018-12-19,16,36.0
2880,2018-12-19,17,0.0
2880,2018-12-19,18,0.0
2880,2018-12-19,19,0.0
2880,2018-12-19,20,0.0
2880,2018-12-19,21,0.0
2880,2018-12-19,22,0.0
2880,2018-12-19,23,0.0
2880,2018-12-20,0,0.0
2880,2018-12-20,1,0.0
2880,2018-12-20,2,0.0
2880,2018-12-20,3,0.0
2880,2018-12-20,4,0.0
2880,2018-12-20,5,0.0
2880,2018-12-20,6,0.0
2880,2018-12-20,7,43.0
2880,2018-12-20,8,195.0
2880,2018-12-20,9,349.0
2880,2018-12-20,10,529.0
2880,2018-12-20,11,527.0
2880,2018-12-20,12,571.0
2880,2018-12-20,13,504.0
2880,2018-12-20,14,377.0
2880,2018-12-20,15,203.0
2880,2018-12-20,16,35.0
2880,2018-12-20,17,0.0
2880,2018-12-20,18,0.0
2880,2018-12-20,19,0.0
2880,2018-12-20,20,0.0
2880,2018-12-20,21,0.0
2880,2018-12-20,22,0.0
2880,2018-12-20,23,0.0
2880,2018-12-21,0,0.0
2880,2018-12-21,1,0.0
2880,2018-12-21,2,0.0
2880,2018-12-21,3,0.0
2880,2018-12-21,4,0.0
2880,2018-12-21,5,0.0
2880,2018-12-21,6,0.0
2880,2018-12-21,7,12.0
2880,2018-12-21,8,93.0
2880,2018-12-21,9,186.0
2880,2018-12-21,10,323.0
2880,2018-12-21,11,432.0
2880,2018-12-21,12,550.0
2880,2018-12-21,13,489.0
2880,2018-12-21,14,367.0
2880,2018-12-21,15,199.0
2880,2018-12-21,16,32.0
2880,2018-12-21,17,0.0
2880,2018-12-21,18,0.0
2880,2018-12-21,19,0.0
2880,2018-12-21,20,0.0
2880,2018-12-21,21,0.0
2880,2018-12-21,22,0.0
2880,2018-12-21,23,0.0
2880,2018-12-22,0,0.0
2880,2018-12-22,1,0.0
2880,2018-12-22,2,0.0
2880,2018-12-22,3,0.0
2880,2018-12-22,4,0.0
2880,2018-12-22,5,0.0
2880,2018-12-22,6,0.0
2880,2018-12-22,7,58.0
2880,2018-12-22,8,203.0
2880,2018-12-22,9,298.0
2880,2018-12-22,10,475.0
2880,2018-12-22,11,541.0
2880,2018-12-22,12,530.0
2880,2018-12-22,13,469.0
2880,2018-12-22,14,357.0
2880,2018-12-22,15,123.0
2880,2018-12-22,16,23.0
2880,2018-12-22,17,0.0
2880,2018-12-22,18,0.0
2880,2018-12-22,19,0.0
2880,2018-12-22,20,0.0
2880,2018-12-22,21,0.0
2880,2018-12-22,22,0.0
2880,2018-12-22,23,0.0
2880,2018-12-23,0,0.0
2880,2018-12-23,1,0.0
2880,2018-12-23,2,0.0
2880,2018-12-23,3,0.0
2880,2018-12-23,4,0.0
2880,2018-12-23,5,0.0
2880,2018-12-23,6,0.0
2880,2018-12-23,7,63.0
2880,2018-12-23,8,218.0
2880,2018-12-23,9,352.0
2880,2018-12-23,10,380.0
2880,2018-12-23,11,459.0
2880,2018-12-23,12,505.0
2880,2018-12-23,13,363.0
2880,2018-12-23,14,176.0
2880,2018-12-23,15,146.0
2880,2018-12-23,16,40.0
2880,2018-12-23,17,0.0
2880,2018-12-23,18,0.0
2880,2018-12-23,19,0.0
2880,2018-12-23,20,0.0
2880,2018-12-23,21,0.0
2880,2018-12-23,22,0.0
2880,2018-12-23,23,0.0
2880,2018-12-24,0,0.0
2880,2018-12-24,1,0.0
2880,2018-12-24,2,0.0
2880,2018-12-24,3,0.0
2880,2018-12-24,4,0.0
2880,2018-12-24,5,0.0
2880,2018-12-24,6,0.0
2880,2018-12-24,7,67.0
2880,2018-12-24,8,227.0
2880,2018-12-24,9,387.0
2880,2018-12-24,10,493.0
2880,2018-12-24,11,550.0
2880,2018-12-24,12,552.0
2880,2018-12-24,13,482.0
2880,2018-12-24,14,361.0
2880,2018-12-24,15,207.0
2880,2018-12-24,16,37.0
2880,2018-12-24,17,0.0
2880,2018-12-24,18,0.0
2880,2018-12-24,19,0.0
2880,2018-12-24,20,0.0
2880,2018-12-24,21,0.0
2880,2018-12-24,22,0.0
2880,2018-12-24,23,0.0
2880,2018-12-25,0,0.0
2880,2018-12-25,1,0.0
2880,2018-12-25,2,0.0
2880,2018-12-25,3,0.0
2880,2018-12-25,4,0.0
2880,2018-12-25,5,0.0
2880,2018-12-25,6,0.0
2880,2018-12-25,7,16.0
2880,2018-12-25,8,212.0
2880,2018-12-25,9,364.0
2880,2018-12-25,10,505.0
2880,2018-12-25,11,557.0
2880,2018-12-25,12,444.0
2880,2018-12-25,13,311.0
2880,2018-12-25,14,64.0
2880,2018-12-25,15,97.0
2880,2018-12-25,16,39.0
2880,2018-12-25,17,0.0
2880,2018-12-25,18,0.0
2880,2018-12-25,19,0.0
2880,2018-12-25,20,0.0
2880,2018-12-25,21,0.0
2880,2018-12-25,22,0.0
2880,2018-12-25,23,0.0
2880,2018-12-26,0,0.0
2880,2018-12-26,1,0.0
2880,2018-12-26,2,0.0
2880,2018-12-26,3,0.0
2880,2018-12-26,4,0.0
2880,2018-12-26,5,0.0
2880,2018-12-26,6,0.0
2880,2018-12-26,7,50.0
2880,2018-12-26,8,229.0
2880,2018-12-26,9,384.0
2880,2018-12-26,10,505.0
2880,2018-12-26,11,513.0
2880,2018-12-26,12,500.0
2880,2018-12-26,13,517.0
2880,2018-12-26,14,448.0
2880,2018-12-26,15,190.0
2880,2018-12-26,16,37.0
2880,2018-12-26,17,0.0
2880,2018-12-26,18,0.0
2880,2018-12-26,19,0.0
2880,2018-12-26,20,0.0
2880,2018-12-26,21,0.0
2880,2018-12-26,22,0.0
2880,2018-12-26,23,0.0
2880,2018-12-27,0,0.0
2880,2018-12-27,1,0.0
2880,2018-12-27,2,0.0
2880,2018-12-27,3,0.0
2880,2018-12-27,4,0.0
2880,2018-12-27,5,0.0
2880,2018-12-27,6,0.0
2880,2018-12-27,7,38.0
2880,2018-12-27,8,217.0
2880,2018-12-27,9,372.0
2880,2018-12-27,10,497.0
2880,2018-12-27,11,562.0
2880,2018-12-27,12,563.0
2880,2018-12-27,13,499.0
2880,2018-12-27,14,374.0
2880,2018-12-27,15,213.0
2880,2018-12-27,16,41.0
2880,2018-12-27,17,0.0
2880,2018-12-27,18,0.0
2880,2018-12-27,19,0.0
2880,2018-12-27,20,0.0
2880,2018-12-27,21,0.0
2880,2018-12-27,22,0.0
2880,2018-12-27,23,0.0
2880,2018-12-28,0,0.0
2880,2018-12-28,1,0.0
2880,2018-12-28,2,0.0
2880,2018-12-28,3,0.0
2880,2018-12-28,4,0.0
2880,2018-12-28,5,0.0
2880,2018-12-28,6,0.0
2880,2018-12-28,7,51.0
2880,2018-12-28,8,234.0
2880,2018-12-28,9,394.0
2880,2018-12-28,10,518.0
2880,2018-12-28,11,584.0
2880,2018-12-28,12,583.0
2880,2018-12-28,13,518.0
2880,2018-12-28,14,396.0
2880,2018-12-28,15,232.0
2880,2018-12-28,16,49.0
2880,2018-12-28,17,0.0
2880,2018-12-28,18,0.0
2880,2018-12-28,19,0.0
2880,2018-12-28,20,0.0
2880,2018-12-28,21,0.0
2880,2018-12-28,22,0.0
2880,2018-12-28,23,0.0
2880,2018-12-29,0,0.0
2880,2018-12-29,1,0.0
2880,2018-12-29,2,0.0
2880,2018-12-29,3,0.0
2880,2018-12-29,4,0.0
2880,2018-12-29,5,0.0
2880,2018-12-29,6,0.0
2880,2018-12-29,7,49.0
2880,2018-12-29,8,230.0
2880,2018-12-29,9,391.0
2880,2018-12-29,10,509.0
2880,2018-12-29,11,569.0
2880,2018-12-29,12,569.0
2880,2018-12-29,13,507.0
2880,2018-12-29,14,387.0
2880,2018-12-29,15,222.0
2880,2018-12-29,16,41.0
2880,2018-12-29,17,0.0
2880,2018-12-29,18,0.0
2880,2018-12-29,19,0.0
2880,2018-12-29,20,0.0
2880,2018-12-29,21,0.0
2880,2018-12-29,22,0.0
2880,2018-12-29,23,0.0
2880,2018-12-30,0,0.0
2880,2018-12-30,1,0.0
2880,2018-12-30,2,0.0
2880,2018-12-30,3,0.0
2880,2018-12-30,4,0.0
2880,2018-12-30,5,0.0
2880,2018-12-30,6,0.0
2880,2018-12-30,7,47.0
2880,2018-12-30,8,227.0
2880,2018-12-30,9,388.0
2880,2018-12-30,10,507.0
2880,2018-12-30,11,572.0
2880,2018-12-30,12,582.0
2880,2018-12-30,13,557.0
2880,2018-12-30,14,444.0
2880,2018-12-30,15,184.0
2880,2018-12-30,16,17.0
2880,2018-12-30,17,0.0
2880,2018-12-30,18,0.0
2880,2018-12-30,19,0.0
2880,2018-12-30,20,0.0
2880,2018-12-30,21,0.0
2880,2018-12-30,22,0.0
2880,2018-12-30,23,0.0
2880,2018-12-31,0,0.0
2880,2018-12-31,1,0.0
2880,2018-12-31,2,0.0
2880,2018-12-31,3,0.0
2880,2018-12-31,4,0.0
2880,2018-12-31,5,0.0
2880,2018-12-31,6,0.0
2880,2018-12-31,7,16.0
2880,2018-12-31,8,75.0
2880,2018-12-31,9,335.0
2880,2018-12-31,10,500.0
2880,2018-12-31,11,567.0
2880,2018-12-31,12,569.0
2880,2018-12-31,13,509.0
2880,2018-12-31,14,395.0
2880,2018-12-31,15,226.0
2880,2018-12-31,16,49.0
2880,2018-12-31,17,0.0
2880,2018-12-31,18,0.0
2880,2018-12-31,19,0.0
2880,2018-12-31,20,0.0
2880,2018-12-31,21,0.0
2880,2018-12-31,22,0.0
2880,2018-12-31,23,0.0
2880,2019-01-01,0,0.0
2880,2019-01-01,1,0.0
2880,2019-01-01,2,0.0
2880,2019-01-01,3,0.0
2880,2019-01-01,4,0.0
2880,2019-01-01,5,0.0
2880,2019-01-01,6,0.0
2880,2019-01-01,7,49.0
2880,2019-01-01,8,234.0
2880,2019-01-01,9,401.0
2880,2019-01-01,10,529.0
2880,2019-01-01,11,591.0
2880,2019-01-01,12,593.0
2880,2019-01-01,13,531.0
2880,2019-01-01,14,411.0
2880,2019-01-01,15,246.0
2880,2019-01-01,16,58.0
2880,2019-01-01,17,0.0
2880,2019-01-01,18,0.0
2880,2019-01-01,19,0.0
2880,2019-01-01,20,0.0
2880,2019-01-01,21,0.0
2880,2019-01-01,22,0.0
2880,2019-01-01,23,0.0
2880,2019-01-02,0,0.0
2880,2019-01-02,1,0.0
2880,2019-01-02,2,0.0
2880,2019-01-02,3,0.0
2880,2019-01-02,4,0.0
2880,2019-01-02,5,0.0
2880,2019-01-02,6,0.0
2880,2019-01-02,7,46.0
2880,2019-01-02,8,229.0
2880,2019-01-02,9,394.0
2880,2019-01-02,10,513.0
2880,2019-01-02,11,578.0
2880,2019-01-02,12,580.0
2880,2019-01-02,13,519.0
2880,2019-01-02,14,402.0
2880,2019-01-02,15,240.0
2880,2019-01-02,16,57.0
2880,2019-01-02,17,0.0
2880,2019-01-02,18,0.0
2880,2019-01-02,19,0.0
2880,2019-01-02,20,0.0
2880,2019-01-02,21,0.0
2880,2019-01-02,22,0.0
2880,2019-01-02,23,0.0
2880,2019-01-03,0,0.0
2880,2019-01-03,1,0.0
2880,2019-01-03,2,0.0
2880,2019-01-03,3,0.0
2880,2019-01-03,4,0.0
2880,2019-01-03,5,0.0
2880,2019-01-03,6,0.0
2880,2019-01-03,7,46.0
2880,2019-01-03,8,228.0
2880,2019-01-03,9,394.0
2880,2019-01-03,10,519.0
2880,2019-01-03,11,584.0
2880,2019-01-03,12,587.0
2880,2019-01-03,13,526.0
2880,2019-01-03,14,408.0
2880,2019-01-03,15,245.0
2880,2019-01-03,16,58.0
2880,2019-01-03,17,0.0
2880,2019-01-03,18,0.0
2880,2019-01-03,19,0.0
2880,2019-01-03,20,0.0
2880,2019-01-03,21,0.0
2880,2019-01-03,22,0.0
2880,2019-01-03,23,0.0
2880,2019-01-04,0,0.0
2880,2019-01-04,1,0.0
2880,2019-01-04,2,0.0
2880,2019-01-04,3,0.0
2880,2019-01-04,4,0.0
2880,2019-01-04,5,0.0
2880,2019-01-04,6,0.0
2880,2019-01-04,7,46.0
2880,2019-01-04,8,230.0
2880,2019-01-04,9,396.0
2880,2019-01-04,10,521.0
2880,2019-01-04,11,586.0
2880,2019-01-04,12,589.0
2880,2019-01-04,13,526.0
2880,2019-01-04,14,407.0
2880,2019-01-04,15,237.0
2880,2019-01-04,16,55.0
2880,2019-01-04,17,0.0
2880,2019-01-04,18,0.0
2880,2019-01-04,19,0.0
2880,2019-01-04,20,0.0
2880,2019-01-04,21,0.0
2880,2019-01-04,22,0.0
2880,2019-01-04,23,0.0
2880,2021-04-04,0,0.0
2880,2021-04-04,1,0.0
2880,2021-04-04,2,0.0
2880,2021-04-04,3,0.0
2880,2021-04-04,4,0.0
2880,2021-04-04,5,4.0
2880,2021-04-04,6,125.0
2880,2021-04-04,7,323.0
2880,2021-04-04,8,515.0
2880,2021-04-04,9,677.0
2880,2021-04-04,10,804.0
2880,2021-04-04,11,860.0
2880,2021-04-04,12,871.0
2880,2021-04-04,13,817.0
2880,2021-04-04,14,703.0
2880,2021-04-04,15,533.0
2880,2021-04-04,16,298.0
2880,2021-04-04,17,79.0
2880,2021-04-04,18,3.0
2880,2021-04-04,19,0.0
2880,2021-04-04,20,0.0
2880,2021-04-04,21,0.0
2880,2021-04-04,22,0.0
2880,2021-04-04,23,0.0
2880,2021-04-05,0,0.0
2880,2021-04-05,1,0.0
2880,2021-04-05,2,0.0
2880,2021-04-05,3,0.0
2880,2021-04-05,4,0.0
2880,2021-04-05,5,5.0
2880,2021-04-05,6,124.0
2880,2021-04-05,7,314.0
2880,2021-04-05,8,502.0
2880,2021-04-05,9,654.0
2880,2021-04-05,10,800.0
2880,2021-04-05,11,860.0
2880,2021-04-05,12,843.0
2880,2021-04-05,13,798.0
2880,2021-04-05,14,682.0
2880,2021-04-05,15,462.0
2880,2021-04-05,16,294.0
2880,2021-04-05,17,89.0
2880,2021-04-05,18,4.0
2880,2021-04-05,19,0.0
2880,2021-04-05,20,0.0
2880,2021-04-05,21,0.0
2880,2021-04-05,22,0.0
2880,2021-04-05,23,0.0
2880,2025-01-09,8,248.0
2880,2025-01-09,9,407.0
2880,2025-01-09,10,534.0
2880,2025-01-09,11,605.0
2880,2025-01-09,12,610.0
2880,2025-01-09,13,553.0
2880,2025-01-09,14,436.0
2880,2025-01-09,15,276.0
2880,2025-01-09,16,84.0
2880,2025-01-09,17,3.0
2880,2025-01-09,18,0.0
2880,2025-01-10,7,54.0
2880,2025-01-10,8,239.0
2880,2025-01-10,9,406.0
2880,2025-01-10,10,532.0
2880,2025-01-10,11,601.0
2880,2025-01-10,12,606.0
2880,2025-01-10,13,549.0
2880,2025-01-10,14,435.0
2880,2025-01-10,15,270.0
2880,2025-01-10,16,82.0
2880,2025-01-10,17,3.0
2880,2025-01-10,18,0.0
2880,2025-01-10,19,0.0
2880,2025-01-10,20,0.0
2880,2025-01-10,21,0.0
2880,2025-01-10,22,0.0
2880,2025-01-10,23,0.0
2880,2025-01-11,0,0.0
2880,2025-01-11,1,0.0
2880,2025-01-11,2,0.0
2880,2025-01-11,3,0.0
2880,2025-01-11,4,0.0
2880,2025-01-11,5,0.0
2880,2025-01-11,6,0.0
2880,2025-01-11,7,51.0
2880,2025-01-11,8,234.0
2880,2025-01-11,9,403.0
2880,2025-01-11,10,530.0
2880,2025-01-11,11,598.0
2880,2025-01-11,12,606.0
2880,2025-01-11,13,551.0
2880,2025-01-11,14,438.0
2880,2025-01-11,15,278.0
2880,2025-01-11,16,86.0
2880,2025-01-11,17,3.0
2880,2025-01-11,18,0.0
2880,2025-01-11,19,0.0
2880,2025-01-11,20,0.0
2880,2025-01-11,21,0.0
2880,2025-01-11,22,0.0
2880,2025-01-11,23,0.0
2880,2025-01-12,0,0.0
2880,2025-01-12,1,0.0
2880,2025-01-12,2,0.0
2880,2025-01-12,3,0.0
2880,2025-01-12,4,0.0
2880,2025-01-12,5,0.0
2880,2025-01-12,6,0.0
2880,2025-01-12,7,54.0
2880,2025-01-12,8,243.0
2880,2025-01-12,9,412.0
2880,2025-01-12,10,536.0
2880,2025-01-12,11,606.0
2880,2025-01-12,12,613.0
2880,2025-01-12,13,558.0
2880,2025-01-12,14,442.0
2880,2025-01-12,15,282.0
2880,2025-01-12,16,92.0
2880,2025-01-12,17,3.0
2880,2025-01-12,18,0.0
2880,2025-01-12,19,0.0
2880,2025-01-12,20,0.0
2880,2025-01-12,21,0.0
2880,2025-01-12,22,0.0
2880,2025-01-12,23,0.0
2899,2020-08-02,0,0.0
2899,2020-08-02,1,0.0
2899,2020-08-02,2,0.0
2899,2020-08-02,3,0.0
2899,2020-08-02,4,0.0
2899,2020-08-02,5,30.82
2899,2020-08-02,6,207.76
2899,2020-08-02,7,421.02
2899,2020-08-02,8,630.81
2899,2020-08-02,9,805.84
2899,2020-08-02,10,917.27
2899,2020-08-02,11,984.8
2899,2020-08-02,12,971.54
2899,2020-08-02,13,913.62
2899,2020-08-02,14,796.46
2899,2020-08-02,15,619.84
2899,2020-08-02,16,407.38
2899,2020-08-02,17,204.21
2899,2020-08-02,18,34.18
2899,2020-08-02,19,0.0
2899,2020-08-02,20,0.0
2899,2020-08-02,21,0.0
2899,2020-08-02,22,0.0
2899,2020-08-02,23,0.0
2899,2020-08-03,0,0.0
2899,2020-08-03,1,0.0
2899,2020-08-03,2,0.0
2899,2020-08-03,3,0.0
2899,2020-08-03,4,0.0
2899,2020-08-03,5,35.87
2899,2020-08-03,6,217.01
2899,2020-08-03,7,426.58
2899,2020-08-03,8,625.29
2899,2020-08-03,9,781.84
2899,2020-08-03,10,889.43
2899,2020-08-03,11,957.71
2899,2020-08-03,12,954.6
2899,2020-08-03,13,892.51
2899,2020-08-03,14,777.77
2899,2020-08-03,15,612.17
2899,2020-08-03,16,412.95
2899,2020-08-03,17,205.02
2899,2020-08-03,18,33.84
2899,2020-08-03,19,0.0
2899,2020-08-03,20,0.0
2899,2020-08-03,21,0.0
2899,2020-08-03,22,0.0
2899,2020-08-03,23,0.0
2899,2020-08-04,0,0.0
2899,2020-08-04,1,0.0
2899,2020-08-04,2,0.0
2899,2020-08-04,3,0.0
2899,2020-08-04,4,0.0
2899,2020-08-04,5,9.33
2899,2020-08-04,6,56.62
2899,2020-08-04,7,153.43
2899,2020-08-04,8,237.88
2899,2020-08-04,9,589.47
2899,2020-08-04,10,885.43
2899,2020-08-04,11,955.89
2899,2020-08-04,12,953.67
2899,2020-08-04,13,895.13
2899,2020-08-04,14,780.93
2899,2020-08-04,15,612.1
2899,2020-08-04,16,411.47
2899,2020-08-04,17,197.65
2899,2020-08-04,18,31.4
2899,2020-08-04,19,0.0
2899,2020-08-04,20,0.0
2899,2020-08-04,21,0.0
2899,2020-08-04,22,0.0
2899,2020-08-04,23,0.0
2977,2021-05-08,0,0.0
2977,2021-05-08,1,1.0
2977,2021-05-08,4,1.0
2977,2021-05-08,5,37.0
2977,2021-05-08,6,163.0
2977,2021-05-08,7,323.0
2977,2021-05-08,8,472.0
2977,2021-05-08,9,602.0
2977,2021-05-08,10,699.0
2977,2021-05-08,11,760.0
2977,2021-05-08,12,773.0
2977,2021-05-08,13,733.0
2977,2021-05-08,14,651.0
2977,2021-05-08,15,527.0
2977,2021-05-08,16,368.0
2977,2021-05-08,17,190.0
2977,2021-05-08,18,48.0
2977,2021-05-08,19,1.0
2977,2021-05-08,20,0.0
2977,2021-05-08,21,0.0
2977,2021-05-08,22,0.0
2977,2021-05-08,23,0.0
2984,2015-11-07,0,0.0
2984,2015-11-07,1,0.0
2984,2015-11-07,2,0.0
2984,2015-11-07,3,0.0
2984,2015-11-07,4,0.0
2984,2015-11-07,5,0.0
2984,2015-11-07,6,23.0
2984,2015-11-07,7,161.0
2984,2015-11-07,8,393.0
2984,2015-11-07,9,585.0
2984,2015-11-07,10,698.0
2984,2015-11-07,11,744.0
2984,2015-11-07,12,719.0
2984,2015-11-07,13,627.0
2984,2015-11-07,14,472.0
2984,2015-11-07,15,266.0
2984,2015-11-07,16,67.0
2984,2015-11-07,17,0.0
2984,2015-11-07,18,0.0
2984,2015-11-07,19,0.0
2984,2015-11-07,20,0.0
2984,2015-11-07,21,0.0
2984,2015-11-07,22,0.0
2984,2015-11-07,23,0.0
2984,2018-11-08,0,0.0
2984,2018-11-08,1,0.0
2984,2018-11-08,2,0.0
2984,2018-11-08,3,0.0
2984,2018-11-08,4,0.0
2984,2018-11-08,5,0.0
2984,2018-11-08,6,6.0
2984,2018-11-08,7,110.0
2984,2018-11-08,8,367.0
2984,2018-11-08,9,532.0
2984,2018-11-08,10,639.0
2984,2018-11-08,11,680.0
2984,2018-11-08,12,651.0
2984,2018-11-08,13,558.0
2984,2018-11-08,14,424.0
2984,2018-11-08,15,248.0
2984,2018-11-08,16,52.0
2984,2018-11-08,17,0.0
2984,2018-11-08,18,0.0
2984,2018-11-08,19,0.0
2984,2018-11-08,20,0.0
2984,2018-11-08,21,0.0
2984,2018-11-08,22,0.0
2984,2018-11-08,23,0.0
2984,2018-11-09,0,0.0
2984,2018-11-09,1,0.0
2984,2018-11-09,2,0.0
2984,2018-11-09,3,0.0
2984,2018-11-09,4,0.0
2984,2018-11-09,5,0.0
2984,2018-11-09,6,16.0
2984,2018-11-09,7,203.0
2984,2018-11-09,8,386.0
2984,2018-11-09,9,379.0
2984,2018-11-09,10,545.0
2984,2018-11-09,11,685.0
2984,2018-11-09,12,658.0
2984,2018-11-09,13,595.0
2984,2018-11-09,14,454.0
2984,2018-11-09,15,271.0
2984,2018-11-09,16,63.0
2984,2018-11-09,17,0.0
2984,2018-11-09,18,0.0
2984,2018-11-09,19,0.0
2984,2018-11-09,20,0.0
2984,2018-11-09,21,0.0
2984,2018-11-09,22,0.0
2984,2018-11-09,23,0.0
2984,2018-11-10,0,0.0
2984,2018-11-10,1,0.0
2984,2018-11-10,2,0.0
2984,2018-11-10,3,0.0
2984,2018-11-10,4,0.0
2984,2018-11-10,5,0.0
2984,2018-11-10,6,14.0
2984,2018-11-10,7,175.0
2984,2018-11-10,8,377.0
2984,2018-11-10,9,530.0
2984,2018-11-10,10,637.0
2984,2018-11-10,11,694.0
2984,2018-11-10,12,648.0
2984,2018-11-10,13,551.0
2984,2018-11-10,14,412.0
2984,2018-11-10,15,235.0
2984,2018-11-10,16,58.0
2984,2018-11-10,17,0.0
2984,2018-11-10,18,0.0
2984,2018-11-10,19,0.0
2984,2018-11-10,20,0.0
2984,2018-11-10,21,0.0
2984,2018-11-10,22,0.0
2984,2018-11-10,23,0.0
2984,2018-11-11,0,0.0
2984,2018-11-11,1,0.0
2984,2018-11-11,2,0.0
2984,2018-11-11,3,0.0
2984,2018-11-11,4,0.0
2984,2018-11-11,5,0.0
2984,2018-11-11,6,14.0
2984,2018-11-11,7,162.0
2984,2018-11-11,8,355.0
2984,2018-11-11,9,524.0
2984,2018-11-11,10,630.0
2984,2018-11-11,11,679.0
2984,2018-11-11,12,669.0
2984,2018-11-11,13,586.0
2984,2018-11-11,14,445.0
2984,2018-11-11,15,266.0
2984,2018-11-11,16,64.0
2984,2018-11-11,17,0.0
2984,2018-11-11,18,0.0
2984,2018-11-11,19,0.0
2984,2018-11-11,20,0.0
2984,2018-11-11,21,0.0
2984,2018-11-11,22,0.0
2984,2018-11-11,23,0.0
2984,2018-11-12,0,0.0
2984,2018-11-12,1,0.0
2984,2018-11-12,2,0.0
2984,2018-11-12,3,0.0
2984,2018-11-12,4,0.0
2984,2018-11-12,5,0.0
2984,2018-11-12,6,17.0
2984,2018-11-12,7,199.0
2984,2018-11-12,8,385.0
2984,2018-11-12,9,541.0
2984,2018-11-12,10,646.0
2984,2018-11-12,11,683.0
2984,2018-11-12,12,664.0
2984,2018-11-12,13,576.0
2984,2018-11-12,14,436.0
2984,2018-11-12,15,260.0
2984,2018-11-12,16,62.0
2984,2018-11-12,17,0.0
2984,2018-11-12,18,0.0
2984,2018-11-12,19,0.0
2984,2018-11-12,20,0.0
2984,2018-11-12,21,0.0
2984,2018-11-12,22,0.0
2984,2018-11-12,23,0.0
2984,2018-11-13,0,0.0
2984,2018-11-13,1,0.0
2984,2018-11-13,2,0.0
2984,2018-11-13,3,0.0
2984,2018-11-13,4,0.0
2984,2018-11-13,5,0.0
2984,2018-11-13,6,13.0
2984,2018-11-13,7,182.0
2984,2018-11-13,8,348.0
2984,2018-11-13,9,504.0
2984,2018-11-13,10,644.0
2984,2018-11-13,11,696.0
2984,2018-11-13,12,360.0
